,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
8430,1724,13.12,2020-07-06 09:00:00.000,2.38,41,14.44,60-69
8431,2348,17.87,2020-07-06 09:00:00.000,0.64,15,5.28,50-59
8432,1716,13.06,2020-07-06 09:00:00.000,0.17,3,1.06,40-49
8433,1558,11.86,2020-07-06 09:00:00.000,0.13,2,0.70,30-39
8434,3412,25.97,2020-07-06 09:00:00.000,0.00,0,0.00,20-29
8435,728,5.54,2020-07-06 09:00:00.000,0.00,0,0.00,10-19
8436,206,1.57,2020-07-06 09:00:00.000,0.00,0,0.00,0-9
8437,5655,43.20,2020-07-05 09:00:00.000,2.67,151,53.36,남성
8438,7434,56.80,2020-07-05 09:00:00.000,1.78,132,46.64,여성
8439,564,4.31,2020-07-05 09:00:00.000,24.82,140,49.47,80 이상
8440,876,6.69,2020-07-05 09:00:00.000,9.36,82,28.98,70-79
8441,1719,13.13,2020-07-05 09:00:00.000,2.39,41,14.49,60-69
8442,2339,17.87,2020-07-05 09:00:00.000,0.64,15,5.30,50-59
8443,1710,13.06,2020-07-05 09:00:00.000,0.18,3,1.06,40-49
8444,1549,11.83,2020-07-05 09:00:00.000,0.13,2,0.71,30-39
8445,3404,26.01,2020-07-05 09:00:00.000,0.00,0,0.00,20-29
8446,727,5.55,2020-07-05 09:00:00.000,0.00,0,0.00,10-19
8447,201,1.54,2020-07-05 09:00:00.000,0.00,0,0.00,0-9
8448,5624,43.17,2020-07-04 09:00:00.000,2.68,151,53.36,남성
8449,7404,56.83,2020-07-04 09:00:00.000,1.78,132,46.64,여성
8450,564,4.33,2020-07-04 09:00:00.000,24.82,140,49.47,80 이상
8451,870,6.68,2020-07-04 09:00:00.000,9.43,82,28.98,70-79
8452,1705,13.09,2020-07-04 09:00:00.000,2.40,41,14.49,60-69
8453,2332,17.90,2020-07-04 09:00:00.000,0.64,15,5.30,50-59
8454,1699,13.04,2020-07-04 09:00:00.000,0.18,3,1.06,40-49
8455,1540,11.82,2020-07-04 09:00:00.000,0.13,2,0.71,30-39
8456,3396,26.07,2020-07-04 09:00:00.000,0.00,0,0.00,20-29
8457,724,5.56,2020-07-04 09:00:00.000,0.00,0,0.00,10-19
8458,198,1.52,2020-07-04 09:00:00.000,0.00,0,0.00,0-9
8459,5586,43.09,2020-07-03 09:00:00.000,2.70,151,53.55,남성
8460,7379,56.91,2020-07-03 09:00:00.000,1.78,131,46.45,여성
8461,561,4.33,2020-07-03 09:00:00.000,24.78,139,49.29,80 이상
8462,868,6.69,2020-07-03 09:00:00.000,9.45,82,29.08,70-79
8463,1696,13.08,2020-07-03 09:00:00.000,2.42,41,14.54,60-69
8464,2324,17.93,2020-07-03 09:00:00.000,0.65,15,5.32,50-59
8465,1691,13.04,2020-07-03 09:00:00.000,0.18,3,1.06,40-49
8466,1524,11.75,2020-07-03 09:00:00.000,0.13,2,0.71,30-39
8467,3384,26.10,2020-07-03 09:00:00.000,0.00,0,0.00,20-29
8468,722,5.57,2020-07-03 09:00:00.000,0.00,0,0.00,10-19
8469,195,1.50,2020-07-03 09:00:00.000,0.00,0,0.00,0-9
8470,5555,43.05,2020-07-02 09:00:00.000,2.72,151,53.55,남성
8471,7349,56.95,2020-07-02 09:00:00.000,1.78,131,46.45,여성
8472,558,4.32,2020-07-02 09:00:00.000,24.91,139,49.29,80 이상
8473,864,6.70,2020-07-02 09:00:00.000,9.49,82,29.08,70-79
8474,1686,13.07,2020-07-02 09:00:00.000,2.43,41,14.54,60-69
8475,2317,17.96,2020-07-02 09:00:00.000,0.65,15,5.32,50-59
8476,1685,13.06,2020-07-02 09:00:00.000,0.18,3,1.06,40-49
8477,1514,11.73,2020-07-02 09:00:00.000,0.13,2,0.71,30-39
8478,3374,26.15,2020-07-02 09:00:00.000,0.00,0,0.00,20-29
8479,712,5.52,2020-07-02 09:00:00.000,0.00,0,0.00,10-19
8480,194,1.50,2020-07-02 09:00:00.000,0.00,0,0.00,0-9
8481,5524,42.99,2020-07-01 09:00:00.000,2.73,151,53.55,남성
8482,7326,57.01,2020-07-01 09:00:00.000,1.79,131,46.45,여성
8483,557,4.33,2020-07-01 09:00:00.000,24.96,139,49.29,80 이상
8484,857,6.67,2020-07-01 09:00:00.000,9.57,82,29.08,70-79
8485,1674,13.03,2020-07-01 09:00:00.000,2.45,41,14.54,60-69
8486,2303,17.92,2020-07-01 09:00:00.000,0.65,15,5.32,50-59
8487,1683,13.10,2020-07-01 09:00:00.000,0.18,3,1.06,40-49
8488,1508,11.74,2020-07-01 09:00:00.000,0.13,2,0.71,30-39
8489,3366,26.19,2020-07-01 09:00:00.000,0.00,0,0.00,20-29
8490,710,5.53,2020-07-01 09:00:00.000,0.00,0,0.00,10-19
8491,192,1.49,2020-07-01 09:00:00.000,0.00,0,0.00,0-9
8492,5495,42.93,2020-06-30 09:00:00.000,2.75,151,53.55,남성
8493,7304,57.07,2020-06-30 09:00:00.000,1.79,131,46.45,여성
8494,556,4.34,2020-06-30 09:00:00.000,25.00,139,49.29,80 이상
8495,850,6.64,2020-06-30 09:00:00.000,9.65,82,29.08,70-79
8496,1668,13.03,2020-06-30 09:00:00.000,2.46,41,14.54,60-69
8497,2286,17.86,2020-06-30 09:00:00.000,0.66,15,5.32,50-59
8498,1681,13.13,2020-06-30 09:00:00.000,0.18,3,1.06,40-49
8499,1496,11.69,2020-06-30 09:00:00.000,0.13,2,0.71,30-39
8500,3362,26.27,2020-06-30 09:00:00.000,0.00,0,0.00,20-29
8501,708,5.53,2020-06-30 09:00:00.000,0.00,0,0.00,10-19
8502,192,1.50,2020-06-30 09:00:00.000,0.00,0,0.00,0-9
8503,5470,42.88,2020-06-29 09:00:00.000,2.76,151,53.55,남성
8504,7287,57.12,2020-06-29 09:00:00.000,1.80,131,46.45,여성
8505,556,4.36,2020-06-29 09:00:00.000,25.00,139,49.29,80 이상
8506,847,6.64,2020-06-29 09:00:00.000,9.68,82,29.08,70-79
8507,1665,13.05,2020-06-29 09:00:00.000,2.46,41,14.54,60-69
8508,2280,17.87,2020-06-29 09:00:00.000,0.66,15,5.32,50-59
8509,1673,13.11,2020-06-29 09:00:00.000,0.18,3,1.06,40-49
8510,1490,11.68,2020-06-29 09:00:00.000,0.13,2,0.71,30-39
8511,3352,26.28,2020-06-29 09:00:00.000,0.00,0,0.00,20-29
8512,704,5.52,2020-06-29 09:00:00.000,0.00,0,0.00,10-19
8513,190,1.49,2020-06-29 09:00:00.000,0.00,0,0.00,0-9
8514,5450,42.86,2020-06-28 09:00:00.000,2.77,151,53.55,남성
8515,7265,57.14,2020-06-28 09:00:00.000,1.80,131,46.45,여성
8516,556,4.37,2020-06-28 09:00:00.000,25.00,139,49.29,80 이상
8517,846,6.65,2020-06-28 09:00:00.000,9.69,82,29.08,70-79
8518,1653,13.00,2020-06-28 09:00:00.000,2.48,41,14.54,60-69
8519,2275,17.89,2020-06-28 09:00:00.000,0.66,15,5.32,50-59
8520,1667,13.11,2020-06-28 09:00:00.000,0.18,3,1.06,40-49
8521,1485,11.68,2020-06-28 09:00:00.000,0.13,2,0.71,30-39
8522,3343,26.29,2020-06-28 09:00:00.000,0.00,0,0.00,20-29
8523,703,5.53,2020-06-28 09:00:00.000,0.00,0,0.00,10-19
8524,187,1.47,2020-06-28 09:00:00.000,0.00,0,0.00,0-9
8525,5412,42.77,2020-06-27 09:00:00.000,2.79,151,53.55,남성
8526,7241,57.23,2020-06-27 09:00:00.000,1.81,131,46.45,여성
8527,555,4.39,2020-06-27 09:00:00.000,25.05,139,49.29,80 이상
8528,843,6.66,2020-06-27 09:00:00.000,9.73,82,29.08,70-79
8529,1640,12.96,2020-06-27 09:00:00.000,2.50,41,14.54,60-69
8530,2269,17.93,2020-06-27 09:00:00.000,0.66,15,5.32,50-59
8531,1658,13.10,2020-06-27 09:00:00.000,0.18,3,1.06,40-49
8532,1472,11.63,2020-06-27 09:00:00.000,0.14,2,0.71,30-39
8533,3331,26.33,2020-06-27 09:00:00.000,0.00,0,0.00,20-29
8534,700,5.53,2020-06-27 09:00:00.000,0.00,0,0.00,10-19
8535,185,1.46,2020-06-27 09:00:00.000,0.00,0,0.00,0-9
8536,5384,42.72,2020-06-26 09:00:00.000,2.80,151,53.55,남성
8537,7218,57.28,2020-06-26 09:00:00.000,1.81,131,46.45,여성
8538,553,4.39,2020-06-26 09:00:00.000,25.14,139,49.29,80 이상
8539,839,6.66,2020-06-26 09:00:00.000,9.77,82,29.08,70-79
8540,1633,12.96,2020-06-26 09:00:00.000,2.51,41,14.54,60-69
8541,2264,17.97,2020-06-26 09:00:00.000,0.66,15,5.32,50-59
8542,1652,13.11,2020-06-26 09:00:00.000,0.18,3,1.06,40-49
8543,1462,11.60,2020-06-26 09:00:00.000,0.14,2,0.71,30-39
8544,3317,26.32,2020-06-26 09:00:00.000,0.00,0,0.00,20-29
8545,698,5.54,2020-06-26 09:00:00.000,0.00,0,0.00,10-19
8546,184,1.46,2020-06-26 09:00:00.000,0.00,0,0.00,0-9
8547,5361,42.67,2020-06-25 09:00:00.000,2.82,151,53.55,남성
8548,7202,57.33,2020-06-25 09:00:00.000,1.82,131,46.45,여성
8549,551,4.39,2020-06-25 09:00:00.000,25.23,139,49.29,80 이상
8550,838,6.67,2020-06-25 09:00:00.000,9.79,82,29.08,70-79
8551,1627,12.95,2020-06-25 09:00:00.000,2.52,41,14.54,60-69
8552,2259,17.98,2020-06-25 09:00:00.000,0.66,15,5.32,50-59
8553,1647,13.11,2020-06-25 09:00:00.000,0.18,3,1.06,40-49
8554,1452,11.56,2020-06-25 09:00:00.000,0.14,2,0.71,30-39
8555,3309,26.34,2020-06-25 09:00:00.000,0.00,0,0.00,20-29
8556,697,5.55,2020-06-25 09:00:00.000,0.00,0,0.00,10-19
8557,183,1.46,2020-06-25 09:00:00.000,0.00,0,0.00,0-9
8558,5345,42.64,2020-06-24 09:00:00.000,2.81,150,53.38,남성
8559,7190,57.36,2020-06-24 09:00:00.000,1.82,131,46.62,여성
8560,551,4.40,2020-06-24 09:00:00.000,25.23,139,49.47,80 이상
8561,836,6.67,2020-06-24 09:00:00.000,9.69,81,28.83,70-79
8562,1622,12.94,2020-06-24 09:00:00.000,2.53,41,14.59,60-69
8563,2253,17.97,2020-06-24 09:00:00.000,0.67,15,5.34,50-59
8564,1645,13.12,2020-06-24 09:00:00.000,0.18,3,1.07,40-49
8565,1443,11.51,2020-06-24 09:00:00.000,0.14,2,0.71,30-39
8566,3308,26.39,2020-06-24 09:00:00.000,0.00,0,0.00,20-29
8567,695,5.54,2020-06-24 09:00:00.000,0.00,0,0.00,10-19
8568,182,1.45,2020-06-24 09:00:00.000,0.00,0,0.00,0-9
8569,5314,42.57,2020-06-23 09:00:00.000,2.82,150,53.38,남성
8570,7170,57.43,2020-06-23 09:00:00.000,1.83,131,46.62,여성
8571,549,4.40,2020-06-23 09:00:00.000,25.32,139,49.47,80 이상
8572,834,6.68,2020-06-23 09:00:00.000,9.71,81,28.83,70-79
8573,1617,12.95,2020-06-23 09:00:00.000,2.54,41,14.59,60-69
8574,2243,17.97,2020-06-23 09:00:00.000,0.67,15,5.34,50-59
8575,1633,13.08,2020-06-23 09:00:00.000,0.18,3,1.07,40-49
8576,1429,11.45,2020-06-23 09:00:00.000,0.14,2,0.71,30-39
8577,3305,26.47,2020-06-23 09:00:00.000,0.00,0,0.00,20-29
8578,694,5.56,2020-06-23 09:00:00.000,0.00,0,0.00,10-19
8579,180,1.44,2020-06-23 09:00:00.000,0.00,0,0.00,0-9
8580,5279,42.44,2020-06-22 09:00:00.000,2.84,150,53.57,남성
8581,7159,57.56,2020-06-22 09:00:00.000,1.82,130,46.43,여성
8582,548,4.41,2020-06-22 09:00:00.000,25.36,139,49.64,80 이상
8583,830,6.67,2020-06-22 09:00:00.000,9.76,81,28.93,70-79
8584,1610,12.94,2020-06-22 09:00:00.000,2.48,40,14.29,60-69
8585,2235,17.97,2020-06-22 09:00:00.000,0.67,15,5.36,50-59
8586,1624,13.06,2020-06-22 09:00:00.000,0.18,3,1.07,40-49
8587,1420,11.42,2020-06-22 09:00:00.000,0.14,2,0.71,30-39
8588,3300,26.53,2020-06-22 09:00:00.000,0.00,0,0.00,20-29
8589,694,5.58,2020-06-22 09:00:00.000,0.00,0,0.00,10-19
8590,177,1.42,2020-06-22 09:00:00.000,0.00,0,0.00,0-9
8591,5270,42.43,2020-06-21 09:00:00.000,2.85,150,53.57,남성
8592,7151,57.57,2020-06-21 09:00:00.000,1.82,130,46.43,여성
8593,548,4.41,2020-06-21 09:00:00.000,25.36,139,49.64,80 이상
8594,829,6.67,2020-06-21 09:00:00.000,9.77,81,28.93,70-79
8595,1608,12.95,2020-06-21 09:00:00.000,2.49,40,14.29,60-69
8596,2230,17.95,2020-06-21 09:00:00.000,0.67,15,5.36,50-59
8597,1623,13.07,2020-06-21 09:00:00.000,0.18,3,1.07,40-49
8598,1416,11.40,2020-06-21 09:00:00.000,0.14,2,0.71,30-39
8599,3297,26.54,2020-06-21 09:00:00.000,0.00,0,0.00,20-29
8600,693,5.58,2020-06-21 09:00:00.000,0.00,0,0.00,10-19
8601,177,1.43,2020-06-21 09:00:00.000,0.00,0,0.00,0-9
8602,5245,42.39,2020-06-20 09:00:00.000,2.86,150,53.57,남성
8603,7128,57.61,2020-06-20 09:00:00.000,1.82,130,46.43,여성
8604,545,4.40,2020-06-20 09:00:00.000,25.50,139,49.64,80 이상
8605,823,6.65,2020-06-20 09:00:00.000,9.84,81,28.93,70-79
8606,1598,12.92,2020-06-20 09:00:00.000,2.50,40,14.29,60-69
8607,2222,17.96,2020-06-20 09:00:00.000,0.68,15,5.36,50-59
8608,1618,13.08,2020-06-20 09:00:00.000,0.19,3,1.07,40-49
8609,1406,11.36,2020-06-20 09:00:00.000,0.14,2,0.71,30-39
8610,3292,26.61,2020-06-20 09:00:00.000,0.00,0,0.00,20-29
8611,692,5.59,2020-06-20 09:00:00.000,0.00,0,0.00,10-19
8612,177,1.43,2020-06-20 09:00:00.000,0.00,0,0.00,0-9
8613,5206,42.30,2020-06-19 09:00:00.000,2.88,150,53.57,남성
8614,7100,57.70,2020-06-19 09:00:00.000,1.83,130,46.43,여성
8615,542,4.40,2020-06-19 09:00:00.000,25.65,139,49.64,80 이상
8616,820,6.66,2020-06-19 09:00:00.000,9.88,81,28.93,70-79
8617,1585,12.88,2020-06-19 09:00:00.000,2.52,40,14.29,60-69
8618,2210,17.96,2020-06-19 09:00:00.000,0.68,15,5.36,50-59
8619,1610,13.08,2020-06-19 09:00:00.000,0.19,3,1.07,40-49
8620,1393,11.32,2020-06-19 09:00:00.000,0.14,2,0.71,30-39
8621,3283,26.68,2020-06-19 09:00:00.000,0.00,0,0.00,20-29
8622,688,5.59,2020-06-19 09:00:00.000,0.00,0,0.00,10-19
8623,175,1.42,2020-06-19 09:00:00.000,0.00,0,0.00,0-9
8624,5181,42.27,2020-06-18 09:00:00.000,2.90,150,53.57,남성
8625,7076,57.73,2020-06-18 09:00:00.000,1.84,130,46.43,여성
8626,541,4.41,2020-06-18 09:00:00.000,25.69,139,49.64,80 이상
8627,817,6.67,2020-06-18 09:00:00.000,9.91,81,28.93,70-79
8628,1574,12.84,2020-06-18 09:00:00.000,2.54,40,14.29,60-69
8629,2198,17.93,2020-06-18 09:00:00.000,0.68,15,5.36,50-59
8630,1607,13.11,2020-06-18 09:00:00.000,0.19,3,1.07,40-49
8631,1384,11.29,2020-06-18 09:00:00.000,0.14,2,0.71,30-39
8632,3275,26.72,2020-06-18 09:00:00.000,0.00,0,0.00,20-29
8633,686,5.60,2020-06-18 09:00:00.000,0.00,0,0.00,10-19
8634,175,1.43,2020-06-18 09:00:00.000,0.00,0,0.00,0-9
8635,5156,42.27,2020-06-17 09:00:00.000,2.89,149,53.41,남성
8636,7042,57.73,2020-06-17 09:00:00.000,1.85,130,46.59,여성
8637,533,4.37,2020-06-17 09:00:00.000,25.89,138,49.46,80 이상
8638,810,6.64,2020-06-17 09:00:00.000,10.00,81,29.03,70-79
8639,1561,12.80,2020-06-17 09:00:00.000,2.56,40,14.34,60-69
8640,2189,17.95,2020-06-17 09:00:00.000,0.69,15,5.38,50-59
8641,1601,13.13,2020-06-17 09:00:00.000,0.19,3,1.08,40-49
8642,1380,11.31,2020-06-17 09:00:00.000,0.14,2,0.72,30-39
8643,3265,26.77,2020-06-17 09:00:00.000,0.00,0,0.00,20-29
8644,685,5.62,2020-06-17 09:00:00.000,0.00,0,0.00,10-19
8645,174,1.43,2020-06-17 09:00:00.000,0.00,0,0.00,0-9
8646,5138,42.27,2020-06-16 09:00:00.000,2.88,148,53.24,남성
8647,7017,57.73,2020-06-16 09:00:00.000,1.85,130,46.76,여성
8648,532,4.38,2020-06-16 09:00:00.000,25.75,137,49.28,80 이상
8649,805,6.62,2020-06-16 09:00:00.000,10.06,81,29.14,70-79
8650,1558,12.82,2020-06-16 09:00:00.000,2.57,40,14.39,60-69
8651,2182,17.95,2020-06-16 09:00:00.000,0.69,15,5.40,50-59
8652,1599,13.16,2020-06-16 09:00:00.000,0.19,3,1.08,40-49
8653,1366,11.24,2020-06-16 09:00:00.000,0.15,2,0.72,30-39
8654,3257,26.80,2020-06-16 09:00:00.000,0.00,0,0.00,20-29
8655,684,5.63,2020-06-16 09:00:00.000,0.00,0,0.00,10-19
8656,172,1.42,2020-06-16 09:00:00.000,0.00,0,0.00,0-9
8657,5116,42.21,2020-06-15 09:00:00.000,2.87,147,53.07,남성
8658,7005,57.79,2020-06-15 09:00:00.000,1.86,130,46.93,여성
8659,532,4.39,2020-06-15 09:00:00.000,25.56,136,49.10,80 이상
8660,799,6.59,2020-06-15 09:00:00.000,10.14,81,29.24,70-79
8661,1550,12.79,2020-06-15 09:00:00.000,2.58,40,14.44,60-69
8662,2176,17.95,2020-06-15 09:00:00.000,0.69,15,5.42,50-59
8663,1595,13.16,2020-06-15 09:00:00.000,0.19,3,1.08,40-49
8664,1362,11.24,2020-06-15 09:00:00.000,0.15,2,0.72,30-39
8665,3254,26.85,2020-06-15 09:00:00.000,0.00,0,0.00,20-29
8666,683,5.63,2020-06-15 09:00:00.000,0.00,0,0.00,10-19
8667,170,1.40,2020-06-15 09:00:00.000,0.00,0,0.00,0-9
8668,5096,42.17,2020-06-14 09:00:00.000,2.88,147,53.07,남성
8669,6988,57.83,2020-06-14 09:00:00.000,1.86,130,46.93,여성
8670,531,4.39,2020-06-14 09:00:00.000,25.61,136,49.10,80 이상
8671,796,6.59,2020-06-14 09:00:00.000,10.18,81,29.24,70-79
8672,1546,12.79,2020-06-14 09:00:00.000,2.59,40,14.44,60-69
8673,2170,17.96,2020-06-14 09:00:00.000,0.69,15,5.42,50-59
8674,1584,13.11,2020-06-14 09:00:00.000,0.19,3,1.08,40-49
8675,1357,11.23,2020-06-14 09:00:00.000,0.15,2,0.72,30-39
8676,3249,26.89,2020-06-14 09:00:00.000,0.00,0,0.00,20-29
8677,683,5.65,2020-06-14 09:00:00.000,0.00,0,0.00,10-19
8678,168,1.39,2020-06-14 09:00:00.000,0.00,0,0.00,0-9
8679,5080,42.16,2020-06-13 09:00:00.000,2.89,147,53.07,남성
8680,6970,57.84,2020-06-13 09:00:00.000,1.87,130,46.93,여성
8681,530,4.40,2020-06-13 09:00:00.000,25.66,136,49.10,80 이상
8682,795,6.60,2020-06-13 09:00:00.000,10.19,81,29.24,70-79
8683,1538,12.76,2020-06-13 09:00:00.000,2.60,40,14.44,60-69
8684,2163,17.95,2020-06-13 09:00:00.000,0.69,15,5.42,50-59
8685,1578,13.10,2020-06-13 09:00:00.000,0.19,3,1.08,40-49
8686,1354,11.24,2020-06-13 09:00:00.000,0.15,2,0.72,30-39
8687,3241,26.90,2020-06-13 09:00:00.000,0.00,0,0.00,20-29
8688,683,5.67,2020-06-13 09:00:00.000,0.00,0,0.00,10-19
8689,168,1.39,2020-06-13 09:00:00.000,0.00,0,0.00,0-9
8690,5061,42.17,2020-06-12 09:00:00.000,2.90,147,53.07,남성
8691,6941,57.83,2020-06-12 09:00:00.000,1.87,130,46.93,여성
8692,520,4.33,2020-06-12 09:00:00.000,26.15,136,49.10,80 이상
8693,789,6.57,2020-06-12 09:00:00.000,10.27,81,29.24,70-79
8694,1530,12.75,2020-06-12 09:00:00.000,2.61,40,14.44,60-69
8695,2154,17.95,2020-06-12 09:00:00.000,0.70,15,5.42,50-59
8696,1575,13.12,2020-06-12 09:00:00.000,0.19,3,1.08,40-49
8697,1353,11.27,2020-06-12 09:00:00.000,0.15,2,0.72,30-39
8698,3232,26.93,2020-06-12 09:00:00.000,0.00,0,0.00,20-29
8699,681,5.67,2020-06-12 09:00:00.000,0.00,0,0.00,10-19
8700,168,1.40,2020-06-12 09:00:00.000,0.00,0,0.00,0-9
8701,5030,42.11,2020-06-11 09:00:00.000,2.92,147,53.26,남성
8702,6916,57.89,2020-06-11 09:00:00.000,1.87,129,46.74,여성
8703,519,4.34,2020-06-11 09:00:00.000,26.20,136,49.28,80 이상
8704,787,6.59,2020-06-11 09:00:00.000,10.29,81,29.35,70-79
8705,1517,12.70,2020-06-11 09:00:00.000,2.57,39,14.13,60-69
8706,2138,17.90,2020-06-11 09:00:00.000,0.70,15,5.43,50-59
8707,1573,13.17,2020-06-11 09:00:00.000,0.19,3,1.09,40-49
8708,1345,11.26,2020-06-11 09:00:00.000,0.15,2,0.72,30-39
8709,3221,26.96,2020-06-11 09:00:00.000,0.00,0,0.00,20-29
8710,678,5.68,2020-06-11 09:00:00.000,0.00,0,0.00,10-19
8711,168,1.41,2020-06-11 09:00:00.000,0.00,0,0.00,0-9
8712,5002,42.03,2020-06-10 09:00:00.000,2.94,147,53.26,남성
8713,6899,57.97,2020-06-10 09:00:00.000,1.87,129,46.74,여성
8714,518,4.35,2020-06-10 09:00:00.000,26.25,136,49.28,80 이상
8715,782,6.57,2020-06-10 09:00:00.000,10.36,81,29.35,70-79
8716,1512,12.70,2020-06-10 09:00:00.000,2.58,39,14.13,60-69
8717,2128,17.88,2020-06-10 09:00:00.000,0.70,15,5.43,50-59
8718,1569,13.18,2020-06-10 09:00:00.000,0.19,3,1.09,40-49
8719,1335,11.22,2020-06-10 09:00:00.000,0.15,2,0.72,30-39
8720,3215,27.01,2020-06-10 09:00:00.000,0.00,0,0.00,20-29
8721,675,5.67,2020-06-10 09:00:00.000,0.00,0,0.00,10-19
8722,167,1.40,2020-06-10 09:00:00.000,0.00,0,0.00,0-9
8723,4980,42.02,2020-06-09 09:00:00.000,2.93,146,53.28,남성
8724,6871,57.98,2020-06-09 09:00:00.000,1.86,128,46.72,여성
8725,517,4.36,2020-06-09 09:00:00.000,25.92,134,48.91,80 이상
8726,775,6.54,2020-06-09 09:00:00.000,10.45,81,29.56,70-79
8727,1496,12.62,2020-06-09 09:00:00.000,2.61,39,14.23,60-69
8728,2121,17.90,2020-06-09 09:00:00.000,0.71,15,5.47,50-59
8729,1568,13.23,2020-06-09 09:00:00.000,0.19,3,1.09,40-49
8730,1326,11.19,2020-06-09 09:00:00.000,0.15,2,0.73,30-39
8731,3209,27.08,2020-06-09 09:00:00.000,0.00,0,0.00,20-29
8732,673,5.68,2020-06-09 09:00:00.000,0.00,0,0.00,10-19
8733,166,1.40,2020-06-09 09:00:00.000,0.00,0,0.00,0-9
8734,4962,42.00,2020-06-08 09:00:00.000,2.92,145,53.11,남성
8735,6851,58.00,2020-06-08 09:00:00.000,1.87,128,46.89,여성
8736,512,4.33,2020-06-08 09:00:00.000,25.98,133,48.72,80 이상
8737,770,6.52,2020-06-08 09:00:00.000,10.52,81,29.67,70-79
8738,1487,12.59,2020-06-08 09:00:00.000,2.62,39,14.29,60-69
8739,2111,17.87,2020-06-08 09:00:00.000,0.71,15,5.49,50-59
8740,1564,13.24,2020-06-08 09:00:00.000,0.19,3,1.10,40-49
8741,1324,11.21,2020-06-08 09:00:00.000,0.15,2,0.73,30-39
8742,3206,27.14,2020-06-08 09:00:00.000,0.00,0,0.00,20-29
8743,673,5.70,2020-06-08 09:00:00.000,0.00,0,0.00,10-19
8744,166,1.41,2020-06-08 09:00:00.000,0.00,0,0.00,0-9
8745,4950,42.03,2020-06-07 09:00:00.000,2.93,145,53.11,남성
8746,6826,57.97,2020-06-07 09:00:00.000,1.88,128,46.89,여성
8747,509,4.32,2020-06-07 09:00:00.000,26.13,133,48.72,80 이상
8748,767,6.51,2020-06-07 09:00:00.000,10.56,81,29.67,70-79
8749,1476,12.53,2020-06-07 09:00:00.000,2.64,39,14.29,60-69
8750,2105,17.88,2020-06-07 09:00:00.000,0.71,15,5.49,50-59
8751,1559,13.24,2020-06-07 09:00:00.000,0.19,3,1.10,40-49
8752,1322,11.23,2020-06-07 09:00:00.000,0.15,2,0.73,30-39
8753,3201,27.18,2020-06-07 09:00:00.000,0.00,0,0.00,20-29
8754,672,5.71,2020-06-07 09:00:00.000,0.00,0,0.00,10-19
8755,165,1.40,2020-06-07 09:00:00.000,0.00,0,0.00,0-9
8756,4920,41.98,2020-06-06 09:00:00.000,2.95,145,53.11,남성
8757,6799,58.02,2020-06-06 09:00:00.000,1.88,128,46.89,여성
8758,507,4.33,2020-06-06 09:00:00.000,26.23,133,48.72,80 이상
8759,759,6.48,2020-06-06 09:00:00.000,10.67,81,29.67,70-79
8760,1464,12.49,2020-06-06 09:00:00.000,2.66,39,14.29,60-69
8761,2094,17.87,2020-06-06 09:00:00.000,0.72,15,5.49,50-59
8762,1551,13.23,2020-06-06 09:00:00.000,0.19,3,1.10,40-49
8763,1316,11.23,2020-06-06 09:00:00.000,0.15,2,0.73,30-39
8764,3198,27.29,2020-06-06 09:00:00.000,0.00,0,0.00,20-29
8765,666,5.68,2020-06-06 09:00:00.000,0.00,0,0.00,10-19
8766,164,1.40,2020-06-06 09:00:00.000,0.00,0,0.00,0-9
8767,4893,41.94,2020-06-05 09:00:00.000,2.96,145,53.11,남성
8768,6775,58.06,2020-06-05 09:00:00.000,1.89,128,46.89,여성
8769,504,4.32,2020-06-05 09:00:00.000,26.39,133,48.72,80 이상
8770,751,6.44,2020-06-05 09:00:00.000,10.79,81,29.67,70-79
8771,1455,12.47,2020-06-05 09:00:00.000,2.68,39,14.29,60-69
8772,2086,17.88,2020-06-05 09:00:00.000,0.72,15,5.49,50-59
8773,1540,13.20,2020-06-05 09:00:00.000,0.19,3,1.10,40-49
8774,1310,11.23,2020-06-05 09:00:00.000,0.15,2,0.73,30-39
8775,3196,27.39,2020-06-05 09:00:00.000,0.00,0,0.00,20-29
8776,665,5.70,2020-06-05 09:00:00.000,0.00,0,0.00,10-19
8777,161,1.38,2020-06-05 09:00:00.000,0.00,0,0.00,0-9
8778,4872,41.90,2020-06-04 09:00:00.000,2.98,145,53.11,남성
8779,6757,58.10,2020-06-04 09:00:00.000,1.89,128,46.89,여성
8780,501,4.31,2020-06-04 09:00:00.000,26.55,133,48.72,80 이상
8781,744,6.40,2020-06-04 09:00:00.000,10.89,81,29.67,70-79
8782,1445,12.43,2020-06-04 09:00:00.000,2.70,39,14.29,60-69
8783,2080,17.89,2020-06-04 09:00:00.000,0.72,15,5.49,50-59
8784,1536,13.21,2020-06-04 09:00:00.000,0.20,3,1.10,40-49
8785,1308,11.25,2020-06-04 09:00:00.000,0.15,2,0.73,30-39
8786,3191,27.44,2020-06-04 09:00:00.000,0.00,0,0.00,20-29
8787,664,5.71,2020-06-04 09:00:00.000,0.00,0,0.00,10-19
8788,160,1.38,2020-06-04 09:00:00.000,0.00,0,0.00,0-9
8789,4853,41.87,2020-06-03 09:00:00.000,2.99,145,53.11,남성
8790,6737,58.13,2020-06-03 09:00:00.000,1.90,128,46.89,여성
8791,499,4.31,2020-06-03 09:00:00.000,26.65,133,48.72,80 이상
