,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,lat,lng
1278,휴맥스이브이,거제2차현대홈타운,23,AC완속,부산광역시,연제구,부산광역시 연제구 법원북로 16(거제2차 현대홈타운),제한없음,35.19254721,129.0681338
1279,휴맥스이브이,거제2차현대홈타운,24,AC완속,부산광역시,연제구,부산광역시 연제구 법원북로 16(거제2차 현대홈타운),제한없음,35.19254721,129.0681338
1280,휴맥스이브이,거제2차현대홈타운,25,AC완속,부산광역시,연제구,부산광역시 연제구 법원북로 16(거제2차 현대홈타운),제한없음,35.19254721,129.0681338
1281,휴맥스이브이,괴정경동메르빌아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 괴정로244번길 57(경동 메르빌),제한없음,35.09394014,128.9870485
1282,휴맥스이브이,괴정경동메르빌아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 괴정로244번길 57(경동 메르빌),제한없음,35.09394014,128.9870485
1283,휴맥스이브이,괴정경동메르빌아파트,3,AC완속,부산광역시,사하구,부산광역시 사하구 괴정로244번길 57(경동 메르빌),제한없음,35.09394014,128.9870485
1284,휴맥스이브이,괴정경동메르빌아파트,4,AC완속,부산광역시,사하구,부산광역시 사하구 괴정로244번길 57(경동 메르빌),제한없음,35.09394014,128.9870485
1285,휴맥스이브이,구서동쌍용예가,1,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1286,휴맥스이브이,구서동쌍용예가,2,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1287,휴맥스이브이,구서동쌍용예가,3,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1288,휴맥스이브이,구서동쌍용예가,4,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1289,휴맥스이브이,구서동쌍용예가,5,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1290,휴맥스이브이,구서동쌍용예가,6,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1291,휴맥스이브이,구서동쌍용예가,7,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1292,휴맥스이브이,구서동쌍용예가,8,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1293,휴맥스이브이,구서동쌍용예가,9,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1294,휴맥스이브이,구서동쌍용예가,10,AC완속,부산광역시,금정구,부산광역시 금정구 금샘로 261(1053 쌍용예가1단지),제한없음,35.24582555,129.0850826
1295,휴맥스이브이,구서시티타워,1,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31(415-3 시티타워),제한없음,35.24598971,129.0907545
1296,휴맥스이브이,구서시티타워,2,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31(415-3 시티타워),제한없음,35.24598971,129.0907545
1297,휴맥스이브이,구서시티타워,3,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31(415-3 시티타워),제한없음,35.24598971,129.0907545
1298,휴맥스이브이,구서시티타워,4,AC완속,부산광역시,금정구,부산광역시 금정구 금정로233번길 31(415-3 시티타워),제한없음,35.24598971,129.0907545
1299,휴맥스이브이,금강펜테리움아파트,1,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1300,휴맥스이브이,금강펜테리움아파트,2,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1301,휴맥스이브이,금강펜테리움아파트,3,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1302,휴맥스이브이,금강펜테리움아파트,4,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1303,휴맥스이브이,금강펜테리움아파트,5,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1304,휴맥스이브이,금강펜테리움아파트,6,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1305,휴맥스이브이,금강펜테리움아파트,7,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1306,휴맥스이브이,금강펜테리움아파트,8,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1307,휴맥스이브이,금강펜테리움아파트,9,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1308,휴맥스이브이,금강펜테리움아파트,10,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 69(1184-1 지사금강펜테리움),제한없음,35.15089465,128.838987
1309,휴맥스이브이,금곡화목타운,1,AC완속,부산광역시,북구,부산광역시 북구 효열로220번길 22(97-10 금곡화목타운),제한없음,35.26194956,129.0199303
1310,휴맥스이브이,금곡화목타운,2,AC완속,부산광역시,북구,부산광역시 북구 효열로220번길 22(97-10 금곡화목타운),제한없음,35.26194956,129.0199303
1311,휴맥스이브이,금곡화목타운,3,AC완속,부산광역시,북구,부산광역시 북구 효열로220번길 22(97-10 금곡화목타운),제한없음,35.26194956,129.0199303
1312,휴맥스이브이,금곡화목타운,4,AC완속,부산광역시,북구,부산광역시 북구 효열로220번길 22(97-10 금곡화목타운),제한없음,35.26194956,129.0199303
1313,휴맥스이브이,금곡화목타운,5,AC완속,부산광역시,북구,부산광역시 북구 효열로220번길 22(97-10 금곡화목타운),제한없음,35.26194956,129.0199303
1314,휴맥스이브이,대우에덴프라자,1,AC완속,부산광역시,사하구,부산광역시 사하구 낙동대로 542(492-2 대우에덴프라자),제한없음,35.11246424,128.9647862
1315,휴맥스이브이,대우에덴프라자,2,AC완속,부산광역시,사하구,부산광역시 사하구 낙동대로 542(492-2 대우에덴프라자),제한없음,35.11246424,128.9647862
1316,휴맥스이브이,대우에덴프라자,3,AC완속,부산광역시,사하구,부산광역시 사하구 낙동대로 542(492-2 대우에덴프라자),제한없음,35.11246424,128.9647862
1317,휴맥스이브이,동덕현대아파트,1,AC완속,부산광역시,연제구,부산광역시 연제구 연미로 14(1829-1 동덕현대아파트),제한없음,35.171629,129.0924039
1318,휴맥스이브이,동덕현대아파트,2,AC완속,부산광역시,연제구,부산광역시 연제구 연미로 14(1829-1 동덕현대아파트),제한없음,35.171629,129.0924039
1319,휴맥스이브이,동덕현대아파트,3,AC완속,부산광역시,연제구,부산광역시 연제구 연미로 14(1829-1 동덕현대아파트),제한없음,35.171629,129.0924039
1320,휴맥스이브이,동덕현대아파트,4,AC완속,부산광역시,연제구,부산광역시 연제구 연미로 14(1829-1 동덕현대아파트),제한없음,35.171629,129.0924039
1321,휴맥스이브이,동덕현대아파트,5,AC완속,부산광역시,연제구,부산광역시 연제구 연미로 14(1829-1 동덕현대아파트),제한없음,35.171629,129.0924039
1322,휴맥스이브이,베네시티상가,1,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 163(1432 현대베네시티아파트),제한없음,35.15816911,129.1507284
1323,휴맥스이브이,베네시티상가,2,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 163(1432 현대베네시티아파트),제한없음,35.15816911,129.1507284
1324,휴맥스이브이,베네시티상가,3,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 163(1432 현대베네시티아파트),제한없음,35.15816911,129.1507284
1325,휴맥스이브이,베네시티상가,4,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 163(1432 현대베네시티아파트),제한없음,35.15816911,129.1507284
1326,휴맥스이브이,베네시티상가,5,AC완속,부산광역시,해운대구,부산광역시 해운대구 해운대해변로 163(1432 현대베네시티아파트),제한없음,35.15816911,129.1507284
1327,휴맥스이브이,부산 W-스퀘어,1,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1328,휴맥스이브이,부산 W-스퀘어,2,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1329,휴맥스이브이,부산 W-스퀘어,3,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1330,휴맥스이브이,부산 W-스퀘어,4,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1331,휴맥스이브이,부산 W-스퀘어,5,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1332,휴맥스이브이,부산 W-스퀘어,6,DC콤보,부산광역시,남구,부산광역시 남구 분포로 145W스퀘어(954 더블유),제한없음,35.13422946,129.1112168
1333,휴맥스이브이,부산두송아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 다대로381번길 105(96 도시두송아파트),제한없음,35.06285852,128.9868216
1334,휴맥스이브이,부산두송아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 다대로381번길 105(96 도시두송아파트),제한없음,35.06285852,128.9868216
1335,휴맥스이브이,부산두송아파트,3,AC완속,부산광역시,사하구,부산광역시 사하구 다대로381번길 105(96 도시두송아파트),제한없음,35.06285852,128.9868216
1336,휴맥스이브이,부산사남신익아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 장평로 410(697-11 사남신익아파트),제한없음,35.09551561,128.9844347
1337,휴맥스이브이,부산사남신익아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 장평로 410(697-11 사남신익아파트),제한없음,35.09551561,128.9844347
1338,휴맥스이브이,부산은행 본점,1,DC콤보,부산광역시,남구,부산광역시 남구 문현금융로 30부산은행 본점(부산은행 본점),제한없음,35.14550118,129.0658489
1339,휴맥스이브이,부산은행 본점,2,DC콤보,부산광역시,남구,부산광역시 남구 문현금융로 30부산은행 본점(부산은행 본점),제한없음,35.14550118,129.0658489
1340,휴맥스이브이,이편한세상금정산,1,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1341,휴맥스이브이,이편한세상금정산,2,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1342,휴맥스이브이,이편한세상금정산,3,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1343,휴맥스이브이,이편한세상금정산,4,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1344,휴맥스이브이,이편한세상금정산,5,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1345,휴맥스이브이,이편한세상금정산,6,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1346,휴맥스이브이,이편한세상금정산,7,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1347,휴맥스이브이,이편한세상금정산,8,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1348,휴맥스이브이,이편한세상금정산,9,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1349,휴맥스이브이,이편한세상금정산,10,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1350,휴맥스이브이,이편한세상금정산,11,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1351,휴맥스이브이,이편한세상금정산,12,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1352,휴맥스이브이,이편한세상금정산,13,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1353,휴맥스이브이,이편한세상금정산,14,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1354,휴맥스이브이,이편한세상금정산,15,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1355,휴맥스이브이,이편한세상금정산,16,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1356,휴맥스이브이,이편한세상금정산,17,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1357,휴맥스이브이,이편한세상금정산,18,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1358,휴맥스이브이,이편한세상금정산,19,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1359,휴맥스이브이,이편한세상금정산,20,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1360,휴맥스이브이,이편한세상금정산,21,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1361,휴맥스이브이,이편한세상금정산,22,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1362,휴맥스이브이,이편한세상금정산,23,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1363,휴맥스이브이,이편한세상금정산,24,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1364,휴맥스이브이,이편한세상금정산,25,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1365,휴맥스이브이,이편한세상금정산,26,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1366,휴맥스이브이,이편한세상금정산,27,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1367,휴맥스이브이,이편한세상금정산,28,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1368,휴맥스이브이,이편한세상금정산,29,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1369,휴맥스이브이,이편한세상금정산,30,AC완속,부산광역시,북구,부산광역시 북구 상학로 36(이편한세상 금정산),제한없음,35.21575155,129.0380544
1370,휴맥스이브이,장림역사하베스티움,1,AC완속,부산광역시,사하구,부산광역시 사하구 장림번영로 96(장림역 사하베스티움),제한없음,35.0800213,128.9754434
1371,휴맥스이브이,장림역사하베스티움,2,AC완속,부산광역시,사하구,부산광역시 사하구 장림번영로 96(장림역 사하베스티움),제한없음,35.0800213,128.9754434
1372,휴맥스이브이,장림역사하베스티움,3,AC완속,부산광역시,사하구,부산광역시 사하구 장림번영로 96(장림역 사하베스티움),제한없음,35.0800213,128.9754434
1373,휴맥스이브이,정림비치타운,1,AC완속,부산광역시,서구,부산광역시 서구 감천로 271(64-2 송도정림비치타운),제한없음,35.08161909,129.0171062
1374,휴맥스이브이,정림비치타운,2,AC완속,부산광역시,서구,부산광역시 서구 감천로 271(64-2 송도정림비치타운),제한없음,35.08161909,129.0171062
1375,휴맥스이브이,정림비치타운,3,AC완속,부산광역시,서구,부산광역시 서구 감천로 271(64-2 송도정림비치타운),제한없음,35.08161909,129.0171062
1376,휴맥스이브이,지사과학단지삼정그린코아,1,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1377,휴맥스이브이,지사과학단지삼정그린코아,2,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1378,휴맥스이브이,지사과학단지삼정그린코아,3,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1379,휴맥스이브이,지사과학단지삼정그린코아,4,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1380,휴맥스이브이,지사과학단지삼정그린코아,5,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1381,휴맥스이브이,지사과학단지삼정그린코아,6,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1382,휴맥스이브이,지사과학단지삼정그린코아,7,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1383,휴맥스이브이,지사과학단지삼정그린코아,8,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1384,휴맥스이브이,지사과학단지삼정그린코아,9,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1385,휴맥스이브이,지사과학단지삼정그린코아,10,AC완속,부산광역시,강서구,부산광역시 강서구 과학산단2로20번길 91(지사과학단지 삼정그린코아),제한없음,35.15183605,128.8395862
1386,이엔,이엔_부산본사,1,AC완속,부산광역시,강서구,부산광역시 강서구 평강로193번길 21-8(대저1동 3665-26),제한없음,35.20383255,128.9400293
1387,씨어스,동의대학교 가야캠퍼스,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 엄광로 176동의대학교 가야캠퍼스(467 동의대학교),제한없음,35.14431845,129.0363099
1388,씨어스,위클리스타,1,AC완속,부산광역시,부산진구,부산광역시 부산진구 중앙대로680번길 22위클리스타(부전동 226-1),제한없음,35.15319983,129.0604356
1389,블루네트웍스,부산 봉래산 역사테마공원 공영주차장,1,DC콤보,부산광역시,영도구,부산광역시 영도구 청학동 483-6,제한없음,35.08516244,129.0593909
1390,블루네트웍스,부산 봉래산 역사테마공원 공영주차장,2,DC콤보,부산광역시,영도구,부산광역시 영도구 청학동 483-6,제한없음,35.08516244,129.0593909
1391,블루네트웍스,부산 봉래산 역사테마공원 공영주차장,3,DC콤보,부산광역시,영도구,부산광역시 영도구 청학동 483-6,제한없음,35.08516244,129.0593909
1392,블루네트웍스,부산 봉래산 역사테마공원 공영주차장,4,DC콤보,부산광역시,영도구,부산광역시 영도구 청학동 483-6,제한없음,35.08516244,129.0593909
1393,블루네트웍스,부산세관 신항청사,1,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산단178로 37-17주차장(신항 청사),제한없음,35.08619521,128.8387104
1394,블루네트웍스,부산세관 신항청사,2,AC완속,부산광역시,강서구,부산광역시 강서구 녹산산단178로 37-17주차장(신항 청사),제한없음,35.08619521,128.8387104
1395,이앤에이치에너지,(주)와이에이치모터스엔오토파츠(enh),1,AC완속,부산광역시,남구,부산광역시 남구 신선로 199-7구내주차장/옥외(감만동 239-42),제한없음,35.11116306,129.0857048
1396,이앤에이치에너지,(주)호성정비(enh),1,AC완속,부산광역시,남구,부산광역시 남구 신선로 189구내주차장/옥외(254-48 동광에스아이(주)),제한없음,35.11154392,129.0848552
1397,이앤에이치에너지,동남모터스(enh),1,AC완속,부산광역시,남구,부산광역시 남구 신선로 215-1구내주차장/옥외(감만동 239-24),제한없음,35.11162399,129.0878302
1398,모던텍,신선대 EV충전소(맘차지),1,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1399,모던텍,신선대 EV충전소(맘차지),2,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1400,모던텍,신선대 EV충전소(맘차지),3,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1401,모던텍,신선대 EV충전소(맘차지),4,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1402,모던텍,신선대 EV충전소(맘차지),5,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1403,모던텍,신선대 EV충전소(맘차지),6,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1404,모던텍,신선대 EV충전소(맘차지),7,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1405,모던텍,신선대 EV충전소(맘차지),8,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1406,모던텍,신선대 EV충전소(맘차지),9,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1407,모던텍,신선대 EV충전소(맘차지),10,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1408,모던텍,신선대 EV충전소(맘차지),11,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 신선로 308(용당동 162-1),제한없음,35.11378215,129.0962721
1409,모던텍,유엔공원 EV충전소(맘차지),1,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 석포로 134SK 유엔주유소 옆(대연동 949-4),제한없음,35.12891802,129.0920812
1410,모던텍,유엔공원 EV충전소(맘차지),2,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 석포로 134SK 유엔주유소 옆(대연동 949-4),제한없음,35.12891802,129.0920812
1411,모던텍,유엔공원 EV충전소(맘차지),3,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 석포로 134SK 유엔주유소 옆(대연동 949-4),제한없음,35.12891802,129.0920812
1412,모던텍,유엔공원 EV충전소(맘차지),4,DC차데모+DC콤보,부산광역시,남구,부산광역시 남구 석포로 134SK 유엔주유소 옆(대연동 949-4),제한없음,35.12891802,129.0920812
1413,이지차저,감만현대1차아파트,1,AC완속,부산광역시,남구,부산광역시 남구 우암로2번길 5103동 지하3층주차장 5대(감만 현대1차아파트 103동 지하3층주차장 5대),제한없음,35.11174187,129.0827032
1414,이지차저,감만현대1차아파트,2,AC완속,부산광역시,남구,부산광역시 남구 우암로2번길 5103동 지하3층주차장 5대(감만 현대1차아파트 103동 지하3층주차장 5대),제한없음,35.11174187,129.0827032
1415,이지차저,감만현대1차아파트,3,AC완속,부산광역시,남구,부산광역시 남구 우암로2번길 5103동 지하3층주차장 5대(감만 현대1차아파트 103동 지하3층주차장 5대),제한없음,35.11174187,129.0827032
1416,이지차저,감만현대1차아파트,4,AC완속,부산광역시,남구,부산광역시 남구 우암로2번길 5103동 지하3층주차장 5대(감만 현대1차아파트 103동 지하3층주차장 5대),제한없음,35.11174187,129.0827032
1417,이지차저,감만현대1차아파트,5,AC완속,부산광역시,남구,부산광역시 남구 우암로2번길 5103동 지하3층주차장 5대(감만 현대1차아파트 103동 지하3층주차장 5대),제한없음,35.11174187,129.0827032
1418,이지차저,금성타운아파트,1,AC완속,부산광역시,금정구,부산광역시 금정구 금사로 156지하2층 주차장(551 금성타운아파트),제한없음,35.22515156,129.1161326
1419,이지차저,다대현대아파트,1,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트)35.06109951326551,제한없음,35.06109951,128.9781056
1420,이지차저,다대현대아파트,2,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1421,이지차저,다대현대아파트,3,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1422,이지차저,다대현대아파트,4,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1423,이지차저,다대현대아파트,5,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1424,이지차저,다대현대아파트,6,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1425,이지차저,다대현대아파트,7,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1426,이지차저,다대현대아파트,8,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1427,이지차저,다대현대아파트,9,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1428,이지차저,다대현대아파트,10,AC완속,부산광역시,사하구,부산광역시 사하구 다대로 473105동 B1층 4대/ 101동 B1층 4대/111동 B1층 2대(120-1 다대포현대아파트),제한없음,35.06109951,128.9781056
1429,이지차저,당리동2차동원베네스트,1,AC완속,부산광역시,사하구,부산광역시 사하구 제석로 171205동 B1층 5대(당리동2차 동원베네스트아파트),제한없음,35.11095052,128.9835608
1430,이지차저,당리동2차동원베네스트,2,AC완속,부산광역시,사하구,부산광역시 사하구 제석로 171205동 B1층 5대(당리동2차 동원베네스트아파트),제한없음,35.11095052,128.9835608
1431,이지차저,당리동2차동원베네스트,3,AC완속,부산광역시,사하구,부산광역시 사하구 제석로 171205동 B1층 5대(당리동2차 동원베네스트아파트),제한없음,35.11095052,128.9835608
1432,이지차저,당리동2차동원베네스트,4,AC완속,부산광역시,사하구,부산광역시 사하구 제석로 171205동 B1층 5대(당리동2차 동원베네스트아파트),제한없음,35.11095052,128.9835608
1433,이지차저,당리동2차동원베네스트,5,AC완속,부산광역시,사하구,부산광역시 사하구 제석로 171205동 B1층 5대(당리동2차 동원베네스트아파트),제한없음,35.11095052,128.9835608
1434,이지차저,부민e편한세상,1,AC완속,부산광역시,서구,부산광역시 서구 해돋이로 313101동 지하1층 1대/101동 지하4층 1대/102동 지하1층 2대(이 편한세상),제한없음,35.10430705,129.0165389
